titulo,data_publicacao,localizacao,tipo_vaga,modelo_trabalho,vaga_pcd,descricao_vaga,responsabilidades,requisitos,informacoes_adicionais,etapas_processo
CIENTISTA DE DADOS - Gavião Peixoto/SP,Publicada em 10 de setembro de 2025,"Gavião Peixoto - SP
Gavião Peixoto - SP","Efetivo
Efetivo","Presencial
Presencial",Sim,"Como é a área:

Planejar, Programar e Controlar as linhas de produção da Aviação Executiva em GPX, garantindo a pontualidade das entregas, dentro do custo e qualidade necessários, priorizando segurança das pessoas e do produto, dentro das regras de Compliance.","Como será o seu dia a dia:

Desenvolver funcionalidades, aplicativos, soluções de TI para apoiar as atividades de PPCP e Produção na linha da Montagem da Aviação Executiva em GPX. I para suportar as operações logísticas do


site
Interagir com as áreas de negócio de TI","Para este desafio, você precisa ter:
Ensino Superior Completo; 
Experiência em back-end quanto no front-end da aplicação. 
Conhecimento em Java 11+ (orientação a objetos; Coleções, streams e lambdas; Testes unitários, Mockito, etc) 
Conhecimento em Ecossistema Spring/Spring Boot (APIs RESTful; Spring Security; Spring Data JPA) 
Conhecimento em Angular 12+ (Criação de componentes; Serviços, módulos e roteamento); 
Conhecimento em Bancos de Dados Oracle1(2c/19c); 
Conhecimento em Ferramentas de Versionamento (Git); 
Experiência em Desenvolvimento de solid, clean code e Design patterns; 


Você se destaca se tiver:
 Conhecimento em sistema ERP (SAP); 
Conhecimento em metodologias ágeis (Scrum, Kanban). 
EXPERIÊNCIA nas tecnologias citadas;  ","Modelo de trabalho presencial para GAVIÃO PEIXOTO/SP.

Benefícios:
Seguro de Vida
Convênio Médico 
Convênio Odontológico
Benefício Vacina
Benefício Farmácia 
Gympass
Cartão Multibenefícios (para modelo de trabalho Híbrido ou 100% remoto)
Refeitório na empresa
Auxílio Home Office (para modelo de trabalho Híbrido ou 100% remoto)
PLR (Participação de Lucros e Resultados)
Previdência Privada
Cooperativa
EMpower (plataforma interna de treinamento e desenvolvimento)


Precisa de suporte com a plataforma Gupy? Acesse o link abaixo:

Página Central de Suporte ao Candidato
Site dedicado a guiar e orientar a pessoa candidata sobre todas as ferramentas: https://suporte-candidatos.gupy.io/s/suporte/","Etapa 1: Cadastro
1
Cadastro | Etapa 2: Triagem (Screening)
2
Triagem (Screening) | Etapa 3: Análise de Perfil (Talent Acquisition)
3
Análise de Perfil (Talent Acquisition) | Etapa 4: Entrevista com o Time
4
Entrevista com o Time | Etapa 5: Finalistas
5
Finalistas | Etapa 6: Contratação
6
Contratação"
Cientista de Dados Sênior (RH),Publicada em 09 de setembro de 2025,"Belo Horizonte - MG
Belo Horizonte - MG","Efetivo
Efetivo","Híbrido
Híbrido",Sim,"Estamos em busca de pessoas talentosas, e apaixonadas pelo que fazem para integrar o nosso time.

Ser desafiado diariamente é algo que te motiva? Se a resposta for sim, vem ser Mercantil! O que não faltam aqui são oportunidades de vivenciar novos desafios e de ser protagonista de sua carreira, tudo isso em uma das Melhores Empresas para se trabalhar em Minas Gerais. 

Ao fazer parte da nossa empresa, você terá a oportunidade de crescer em um ambiente dinâmico, onde o seu talento é reconhecido e incentivado. E essa combinação fica ainda mais perfeita se você tiver brilho nos olhos, uma boa comunicação sensacional, proatividade e, claro, foco em resultados. 

Explore nossas vagas, encontre a oportunidade que mais combina com seu perfil e faça parte de um time que valoriza o seu talento. Não perca a chance de transformar sua carreira e contribuir para projetos desafiadores e transformadores.
Venha crescer com a gente! 

Curtiu? Então, confira abaixo a oportunidade que temos para você!

Então, veja abaixo a oportunidade que temos aqui:

#VEMSERMERCANTIL","Seus principais desafios serão:

Executar o ciclo completo de projetos de ciência de dados, desde a definição do
problema até a implementação da solução.
Desenvolver e implementar modelos de machine learning e estatísticos para
previsão, segmentação, otimização e outras aplicações.
Analisar grandes conjuntos de dados para identificar tendências, padrões e
insights acionáveis.
Projetar e construir pipelines de dados robustos para coleta, processamento e
transformação de dados.
Colaborar com equipes de RH e negócios para entender as necessidades e
traduzi-las em soluções de dados.
Apresentar resultados e insights para stakeholders e liderança, utilizando
visualizações de dados e narrativas claras.
Mentorar cientistas de dados júnior e pleno, compartilhando conhecimento e
promovendo as melhores práticas da área.
Manter-se atualizado com as últimas inovações e metodologias em ciência de
dados e machine learning.","Buscamos uma pessoa com:

Graduação em Ciência da Computação, Engenharia, Estatística, Matemática, Física ou áreas correlatas.
Experiência sólida comprovada como Cientista de Dados ou em um papel similar.
Experiência em conduzir projetos de ciência de dados de ponta a ponta.
Portfólio de projetos bem-sucedidos em análise preditiva, otimização ou machine learning.
Proficiência em Python e/ou R.
Conhecimento avançado em bibliotecas de ciência de dados (por exemplo, Pandas, NumPy, Scikit-learn, TensorFlow, PyTorch).
Sólido entendimento de estatística, álgebra linear e cálculo.
Experiência com SQL e bases de dados relacionais e não-relacionais.
Familiaridade com ambientes de nuvem (por exemplo, AWS, GCP, Azure).
Experiência com ferramentas de visualização de dados como Tableau, Power BI ou Looker.

Vai se destacar se apresentar:

Mestrado ou Doutorado.
Pós-graduação em andamento.
Conhecimento em engenharia de dados e ferramentas como Spark, Kafka ou Airflow.


 Local de Trabalho:

Belo Horizonte/MG (atuação Híbrida).","O que oferecemos aos nossos colaboradores:

• Vale-refeição e alimentação (Se preferir, você pode receber os dois valores em um só cartão de alimentação);
• Plano de saúde; 
• Plano odontológico; 
• Auxílio creche; 
• Seguro de vida;
• Previdência privada;
• Wellhub;
• Academia Mercantil de Desenvolvimento;
• Participação nos Lucros de Resultados (PLR);

Todas as vagas também são direcionadas para PCDs. ","Etapa 1: Cadastro
1
Cadastro | Etapa 2: Entrevista Talentos
2
Entrevista Talentos | Etapa 3: Etapa de Avaliações
3
Etapa de Avaliações | Etapa 4: Entrevista com Gestor
4
Entrevista com Gestor | Etapa 5: Contratação
5
Contratação"
Cientista de dados Sr com foco em IA,Publicada em 09 de setembro de 2025,Não informado,"Efetivo
Efetivo","Remoto
Remoto",Sim,"Transforme o futuro com a Minsait

Na Minsait, acreditamos na tecnologia como força para transformar realidades e gerar impacto positivo. Desenvolvemos soluções que conectam inovação, eficiência e progresso em setores essenciais como administração pública, telecomunicações & mídia, energia & utilities, indústria & consumo, saúde e finanças.
Aqui, você encontra um ambiente que valoriza a autonomia, a colaboração e o crescimento contínuo, com projetos desafiadores e oportunidades reais de desenvolvimento.

Nosso jeito de ser
Inovamos com propósito
Crescemos com responsabilidade
Valorizamos a diversidade e quem transforma

Valores
Inovação, conexão, confiança e antecipação de futuro
 
Se você busca desafios com significado, a Minsait é o seu lugar.","RESPONSABILIDADES
Desenvolver soluções complexas em machine learning e inteligência artificial, com foco especial em chatbots, utilizando a arquitetura Azure e técnicas avançadas de IA generativa para otimizar publicação de novos projetos.
Atuar intensivamente no processamento e análise de dados não estruturados, essenciais para treinamento e aprimoramento de modelos de IA que suportam a compreensão e geração de linguagem natural na estrutura RAG.
Possuir expertise na implementação de modelos de IA em ambientes de produção, garantindo que as soluções sejam escaláveis, eficientes e integradas aos sistemas existentes de maneira fluida.
Contribuir ativamente para a governança dos projetos de IA e trabalhar em colaboração com outras áreas técnicas da empresa para garantir que as iniciativas respeitem os padrões tecnológicos estabelecidos.
Manter-se na vanguarda da tecnologia, buscando constante aprendizado e aplicando inovações e pesquisas avançadas em IA e machine learning para continuar desenvolvendo soluções no estado da arte.","📚 Requisitos:
Experiência em ciência de dados, com projetos demonstráveis em IA e, preferencialmente, em desenvolvimento de chatbots. Habilidades em linguagens de programação relevantes para IA, como Python, com experiência em bibliotecas de IA como TensorFlow e similares.
Conhecimento aprofundado em machine learning, redes neurais e deep learning, visando a criação de modelos avançados de IA. Comprometimento com a aprendizagem contínua e atualização tecnológica, idealmente com certificações em inteligência artificial.
Experiência com COPILOT.
Experiência com Azure.","TRABALHE NA MINSAIT

Modelo de contratação CLT.
Plano de Saúde subsidiado pela empresa para o titular.
Opção de inclusão de dependentes no Plano de Saúde com desconto em folha de pagamento.
Assistência Odontológica (opcional).
Opção de inclusão de dependentes no Plano de Assistência Odontológica com desconto em folha de pagamento.
Vale Refeição ou Vale Alimentação.
Vale Transporte (opcional).
Impact & Care - Programa de Orientação Pessoal que visa oferecer suporte emocional e aconselhamento com orientação confidencial nas áreas psicológica, jurídica, financeira, social e pet sem custo para titular e dependentes legais.
Gympass - Wellhub (Acesso a mais de 700 academias em todo o Brasil com planos a partir de R$ 29,90 descontado em folha de pagamento).
Opção de inclusão de dependentes no Gympass - Wellhub (até 03 dependentes - pago via cartão de crédito).
Acesso a Udemy de forma pela nossa intranet.
Parcerias com grandes marcas de consumo.
Convênio com o SESC para titular e dependentes.
Convênios para descontos com instituições de ensino (graduação e pós-graduação) e escola de idiomas/Certificadoras.
Seguro de vida em grupo.

Nosso compromisso com a diversidade é um elemento-chave da nossa cultura: Igualdade de oportunidades, respeito pelas pessoas e não discriminação são princípios de atuação para todos os profissionais da Minsait. Integramos o Bloomberg Gender-Equality Index (GEI) 2021 em termos de diversidade e igualdade de gênero.

Todas as nossas vagas são abertas também para PCDs.

Somos aproximadamente 50k Minsaiters no Mundo, sendo cerca de 7k no Brasil e estamos presentes nas maiores empresas em todos os setores. Nossa estrutura permite participar de projetos globais e proporciona um ambiente colaborativo que nos certifica em GreatPlacesToWork e planos diferenciados para Jovens Profissionais também reconhecidos pela Employers for Youth. 

Você atuará no nosso time em um projeto estratégico, utilizando metodologias ágeis e em um ambiente de inovação.

Buscamos profissionais com senso de dono, comprometidos com o sucesso do nosso cliente e com o desenvolvimento da sua carreira dentro da Minsait

Você será um pilar fundamental nos melhores e maiores projetos de TI do Brasil e em nível global.


Venha ser um Minsaiter!","Etapa 1: Cadastro
1
Cadastro | Etapa 2: Entrevista RH
2
Entrevista RH | Etapa 3: Entrevista Técnica /DN
3
Entrevista Técnica /DN | Etapa 4: Entrevista Técnica Gestão
4
Entrevista Técnica Gestão | Etapa 5: Oferta
5
Oferta | Etapa 6: Contratação
6
Contratação"
ENGENHEIRO/CIENTISTA DE DADOS ETL SR - RHA4409,Publicada em 09 de setembro de 2025,Não informado,"Efetivo
Efetivo","Remoto
Remoto",Sim,Venha fazer parte de uma empresa que ama transformar com tecnologia e abraça a diversidade em todas as suas formas!,Conhecimento solido em Informatica cloud,"Imprescindível:
Conhecimento avançado em Informática Cloud (ETL)
Experiência em montar Query no banco de dados Oracle;
Experiência no Jira
Experiência anterior como analista de dados e com metodologia ágil (Scrum)",Home Office,"Etapa 1: Cadastro
1
Cadastro | Etapa 2: Triados
2
Triados | Etapa 3: Entrevista Gente & Gestão
3
Entrevista Gente & Gestão | Etapa 4: Entrevista Técnica
4
Entrevista Técnica | Etapa 5: Carta Proposta
5
Carta Proposta | Etapa 6: Contratação
6
Contratação"
Cientista de Dados PL,Publicada em 08 de setembro de 2025,"Sorocaba - SP
Sorocaba - SP","Efetivo
Efetivo","Presencial
Presencial",Sim,"Estamos em busca de profissionais que tenham experiência em Ciência de Dados para fazerem parte do nosso time. O profissional irá trabalhar, no seu dia-a-dia, com dados de diversas fontes e dos mais variados tipos, construindo soluções através de técnicas de análise de dados, modelos de machine learning, reports e dashboards.","Participar da criação e validação de hipóteses de negócio com base em dados.
Participar da criação, alteração e propor o uso de algoritmos e ferramentas de análise e transformação de dados.
Implementar serviços para o gerenciamento de grande quantidade de dados de fontes diversas.
Participar da criação de repositórios de dados e/ou arquitetura de dados (base de dados estruturadas, não estruturadas, lago de dados, etc.).
Participar da criação de consultas complexas de forma otimizada (sql, non-sql, etc), em termos de rapidez de acesso, desempenho computacional, manutenibilidade, etc.
Prover visualização de dados para diferentes tipos de público (operacional, estratégico, gerencial, etc).
Trabalhar junto aos times de desenvolvimento de projetos alinhando a arquitetura dos sistemas/serviços com as necessidades de análise de dados. Compartilhar e disseminar o conhecimento com as equipes de projetos.","Experiência em desenvolvimento de software ( análise de requisitos, arquitetura, design, codificação, testes e deploy da solução).
Experiência em métodos ágeis (Scrum, Kanban, Lean, etc).
Experiência em ferramentas de controle de versão como GIT, SVN, etc.
Experiência em linguagens de programação de scripts (Python, Ruby, etc).
Conhecimento em aprendizado de máquina (Machine Learning, Deep Learning).
Conhecimento em mineração de dados complexos - SQL, NoSQL, etc.
Conhecimento em linguagens de programação como C, C++.
Conhecimento em CRISP-DM.
Conhecimento em Linux.
Conhecimento em ferramentas de visualização de dados (Tableau, PowerBI, QuickSight, etc).
Conhecimento em MQTT Server/MQTT Broker.
Conhecimento em computação na nuvem (AWS, Azure, Google Cloud, etc). ? Conhecimento em IA Generativa.
Experiência em Feature Engineering.
Experiência em desenvolvimento e treinamento de modelos de IA (com dados sintéticos e reais).
Experiência na escrita de relatórios técnicos e storytelling.
Será necessário, além de habilidades técnicas, possuir pontos fortes como: trabalho em equipe, pró atividade, dinamismo e boa comunicação.

Formação Acadêmica:
Graduação completa em áreas de Engenharia da Computação, Ciência da Computação, Engenharia Elétrica, Estatística, Ciência de Dados, Matemática e/ou áreas correlatas.

Idioma:
Inglês Intermediário para leitura, conversação e escrita.","Oportunidade para Sorocaba/SP em regime de trabalho presencial.

O que esperamos de todos os #SiDiers:
Abrir a mente para o novo
Manter diálogo aberto e direto
Desenvolver-se continuamente
Fazer o melhor, sempre
Construir em parceria
Pensar grande, fazer rápido

O que oferecemos?

- Qualidade de vida: Jornada de 40 horas semanais com regime CLT, horário flexível, possibilidade de atuação híbrida e auxilio home-office
- Bem-Estar: Gympass, Ginástica Laboral, Massagista e Apoio Psicológico
- Saúde: Convênio Médico e Odontológico para você e sua família
- Filhos: Auxílio creche para os miniSiDiers, licença-maternidade de 120 dias e licença-paternidade estendida
- Futuro: Aqui, o SiDi investe com vocês na Previdência Privada
- Educação: Programa de incentivo para a continuidade dos estudos e especialização, incentivo para que nossos SiDiers se tornem fluentes em outras línguas e ciclos de palestras semanais sobre trend topics mundiais
- Alimentação: Vale Refeição e Vale Alimentação flexíveis
- Transporte: Vale-transporte e estacionamento para quem for trabalhar no escritório
- Reconhecimento: Bônus anual por desempenho e premiações para SiDiers que fizeram algo incrível
- Diversidade: Comitês sobre Bem-estar, Diversidade, Saúde Mental, Social, Sustentabilidade e Inclusão das mulheres na tecnologia
- Escritórios Modernos: Ambientes descontraídos e colaborativos com espaços de convivência, sala de descompressão, copas, máquina de café e snacks, etc
- Ainda quer mais? Dezenas de parcerias com benefícios e descontos!

Para nós, inclusão não é apenas somar mais um ao nosso time, é somar diferenças e particularidades. É justamente dessa mistura de técnicas, habilidades e histórias que nos inspiramos para fazer diferentes pontos de vista olharem para um mesmo horizonte, sempre para frente.
Trabalhamos em um ambiente de oportunidades iguais, independente de gênero, orientação sexual, religião ou deficiência.

Todas as nossas vagas estão disponíveis para PCDs.


CÓDIGO DA VAGA: 5364- N3","Etapa 1: Cadastro
1
Cadastro | Etapa 2: Avaliação RH
2
Avaliação RH | Etapa 3: Avaliação Técnica
3
Avaliação Técnica | Etapa 4: Entrevista SiDi
4
Entrevista SiDi | Etapa 5: Envio Carta Oferta
5
Envio Carta Oferta | Etapa 6: Contratação
6
Contratação"
Cientista de Dados Sênior,Publicada em 05 de setembro de 2025,"São Paulo - SP
São Paulo - SP","Efetivo
Efetivo","Híbrido
Híbrido",Não,"Temos uma oportunidade em aberto e buscamos uma pessoa que tenha energia para transformar o mercado segurador com responsabilidade, empatia e autonomia. Se você se encaixa no perfil dessa vaga, clique em Candidatar-se no final da página.","Reúne informações de fontes diversas, como bancos de dados, redes sociais e sistemas internos. Garante a qualidade dos dados removendo inconsistências, valores ausentes e informações irrelevantes, preparando-os para análises confiáveis;
Examina os dados para identificar tendências, padrões e anomalias, procurando por o valor oculto nas informações;
Aplica técnicas de estatística e algoritmos de machine learning para construir modelos preditivos. Trabalha com IA Generativa;
Utiliza esses modelos para extrair insights valiosos e criar soluções para problemas de negócio, muitas vezes com pouca interação humana;
Trabalha com diversas áreas (marketing, vendas, finanças, operações e produtos) para entender suas necessidades e propor soluções de dados;
Traduz os resultados técnicos em linguagem acessível para líderes e equipes de negócio, por meio de visualizações de dados e relatórios. Atua em conjunto com os profissionais de Arquitetura de Dados, Engenharia de Dados e Análise de Dados para construção de soluções de analytics;
Suporta tecnicamente o time quanto a melhores práticas para o desenvolvimento de soluções de dados;
Realiza acompanhamento e reporte das frentes em ciência de dados.","Formação preferencial em tecnologia, administração de empresas, matemática ou estatística. Pós graduação ou cursos de formação em analytics, BI, aprendizado de máquina ou inteligência artificial.

Modelos Preditivos e Algoritmos de IA (Avançado);
Visualização de Dados (Intermediário);
Matemática e Estatística (Avançado);
SQL (Avançado);
Databricks / Python (Avançado);
IA Generativa (Intermediário);
Seguros (Avançado);
Pensamento analítico / Visão estratégica (Avançado);
Desejáveis certificações em Ciência de Dados.","Já imaginou trabalhar em um lugar onde o cuidado com as pessoas vai muito além do discurso?
 Na Suhai, acreditamos que o trabalho precisa fazer sentido — na vida, no dia a dia e no futuro das pessoas. E é com esse olhar que desenvolvemos nosso programa de Benefícios Flexíveis, um dos mais completos do mercado (e um verdadeiro diferencial no setor segurador).
Aqui, cada colaborador recebe pontos proporcionais ao seu nível de função e pode escolher, todos os anos, os benefícios que fazem mais sentido para o seu momento de vida. Isso mesmo: você escolhe!
Entre as opções do nosso ""cardápio"" estão:
🍽️ Vale Refeição e Alimentação
🩺 Seguro Saúde e Odontológico
🛡️ Seguro de Vida
🚗 Mobilidade (Estacionamento, Combustível, Transporte)
📈 Previdência Privada
✈️ E até benefício de Viagens, com resgate anual em passagens aéreas ou hospedagens — um diferencial exclusivo no nosso segmento!
 Essa liberdade reflete quem somos: uma empresa que valoriza a individualidade, a confiança e o protagonismo. Mas não é só isso, ainda temos:
 Trabalho de Regime Híbrido
13º Cesta de Natal
WellHub (GymPass)
PLR (Participação nos Lucros)
Empréstimo Consignado
Antecipação Salarial
Auxílio Creche e Auxílio Babá
Desconto no Seguro Suhai
Day Off no Mês do aniversário
Licença Maternidade e Paternidade estendida
Programa de Incentivo a Educação
Campanhas de Bem-Estar e Saúde
Clube de Benefícios com descontos e vantagens exclusivas
Dress code informal (sinta-se à vontade todos os dias!)
E um ambiente de trabalho que nos enche de orgulho: somos certificados pelo GPTW há 9 anos consecutivos, com um clima organizacional reconhecidamente inspirador.
  ","Etapa 1: Cadastro
1
Cadastro | Etapa 2: Triagem
2
Triagem | Etapa 3: Entrevista RH
3
Entrevista RH | Etapa 4: Entrevista Gestor
4
Entrevista Gestor | Etapa 5: Contratação
5
Contratação"
Cientista de Dados Pl,Publicada em 04 de setembro de 2025,Não informado,"Efetivo
Efetivo","Remoto
Remoto",Sim,"Na Stefanini, acreditamos no poder da colaboração. Co-criamos soluções inovadoras em parceria com nossos clientes, combinando tecnologia de ponta, inteligência artificial e a criatividade humana. Estamos na vanguarda da resolução de problemas de negócios, proporcionando impacto real em escala global.

Ao se juntar à Stefanini, você se torna parte de uma jornada global de transformação. Estamos empenhados em criar impacto positivo não apenas nos negócios, mas também na vida de nossos colaboradores. Se você procura uma oportunidade de crescimento profissional em uma empresa que valoriza inovação, respeito, autonomia e parceria, você encontra aqui!

Junte-se a nós e seja parte da mudança!

#LI-REMOTE 
#LI-MM1 ","O que esperamos que você realize:
Colaborar com parceiros de negócios para explorar novas maneiras de atingir objetivos através de técnicas e ferramentas avançadas. 
Comunicar de forma clara e eficaz a abordagem analítica e sua relevância para os objetivos do negócio. 
Educar stakeholders sobre a importância da tomada de decisão baseada em dados, explicando o ""como e por que"" da resolução de problemas. 
Liderar abordagens analíticas, integrando o trabalho em aplicativos e ferramentas em colaboração com engenheiros de dados, líderes de negócios e desenvolvedores. 
Criar modelos analíticos que sejam repetíveis, interpretáveis, dinâmicos e escalonáveis, perfeitamente integrados aos produtos de dados analíticos. 
Projetar soluções inovadoras combinando diferentes fontes de dados internas e externas para identificar e desenvolver processos, estruturas, ferramentas e métodos. 
Colaborar e oferecer coaching a uma equipe crescente de cientistas de dados. 
Manter-se atualizado com as tendências do setor por meio de conferências e projetos comunitários.","Formação: Bacharelado (obrigatório); Especialização (desejável) em Ciência de Dados, Ciência da Computação, Engenharia, Estatística ou áreas afins.
Experiência Ciência de Dados ou áreas quantitativas.
Habilidades Técnicas:
Proficiência em Python ou R, especialmente trabalhando com DataFrames.
Habilidade na criação de consultas complexas em SQL.
Experiência com Machine Learning, incluindo clustering, detecção de anomalias, simulação e otimização em grandes conjuntos de dados.
Capacidade de fundir e transformar conjuntos de dados distintos para criação de novos recursos.
Desejável experiência com tecnologias de Big Data (Hadoop, Spark, H2O.ai) e plataformas de inteligência artificial em nuvem.
Experiência em visualização de dados (preferencialmente com Tableau ou R Shiny).
Conhecimento em metodologias ágeis.","O que te oferecemos:

🍛 Vale Alimentação ou Vale Refeição;
👨🏼‍🎓 Desconto em cursos, universidades e instituições de idiomas;
📚 Academia Stefanini - plataforma com cursos online, gratuitos, atualizados e com certificado;
🗣 Mentoring;
🏫 Auxílio Creche;
💉 Clube de vantagens para consultas e exames;
🏥 Assistência Médica;
🦷Assistência Odontológica;
💰 Clube de vantagens e descontos nos melhores estabelecimentos;
🛫 Clube de viagens;
🐶 Convênio para Pet;
e muito mais...","Etapa 1: Cadastro
1
Cadastro | Etapa 2: Fit Cultural
2
Fit Cultural | Etapa 3: Bate papo com Gente & Cultura
3
Bate papo com Gente & Cultura | Etapa 4: Bate papo com Gestão
4
Bate papo com Gestão | Etapa 5: Carta proposta
5
Carta proposta | Etapa 6: Contratação
6
Contratação"
Cientista de Dados Especialista I,Publicada em 03 de setembro de 2025,"São Paulo - SP
São Paulo - SP","Efetivo
Efetivo","Híbrido
Híbrido",Sim,"O que faz a área Ciência de Dados na Porto?

A área de Ciência de Dados, IA e P&D tem como foco entender o comportamento dos clientes da Porto e, a partir disso, potencializar a geração de valor para a empresa através de modelos, análises, estudos e Inteligências Artificiais.

Principais desafios da função:
A função exige um conhecimento teórico bastante sólido e uma facilidade de aplicação dos mesmos em problemas práticos. O dia a dia da área exigirá rotinas de testes e experimentações, onde será necessário validar hipóteses com celeridade. Além disso, é importante ter uma boa capacidade de interlocução com gestores e saber transcrever os pontos de pesquisa na linguagem do negócio.","Responsável por estudos, análises e modelos em ciência de dados aplicada a negócios.
Encontrar caminhos e soluções para problemas de negócios apresentados pela gestão e por áreas clientes, tendo o equilíbrio de contribuir de forma autônoma, mas sendo colaborativo com colegas e pares.","Formação superior completa Matemática, Estatística, Engenharias, Ciência da Computação e/ou áreas correlatas;
Experiência mínima de 4 anos em times de Ciência de Dados;
Sólida bagagem teórica, com a capacidade de aplicá-la em problemas de negócio;
Storytelling sólido para conseguir explicar e transcrever como as aplicações impactam nos resultados;
Conhecimento profundo em matemática e estatística;
Conhecimento de diferentes tipos de algoritmos de machine learning: classificação, regressão, clusterização, entre outros;
Conhecimento avançado em Python, SQL, Spark (ou PySpark).

Desejável:
Mestrado e/ou doutorado;
Conhecimento sólido em IA generativa;
Conhecimento em modelos dinâmicos.","BENEFÍCIOS

Vale Alimentação e Refeição Flexíveis;
Plano de Saúde;
Plano Odontológico;
Wellhub e TotalPass;
Academia Bio Ritmo exclusiva para Colaboradores: no Complexo Matriz;
Participação nos Lucros - PLR;
Programa de Ações: Porto em Ação: complementar à PLR até 2025;
Quadras de Areia e Poliesportiva: no Complexo Matriz;
Vale-Transporte;
Serviços de Transporte de Vans; disponibilizadas nas principais estações de acesso à Porto (Luz, Barra Funda, Santa Cecília e Júlio Prestes);
Licença Parental Estendida: até 40 dias para todas as configurações familiares;
Licença Maternidade Estendida de 6 meses.;
Ambulatório Médico com Especialidades: no Complexo Matriz e Barra Funda;
Auxílio creche ou babá;
Seguro de Vida;
Previdência Privada - PortoPrev;
Desconto em Produtos e Serviços;
Bolsa de estudos: Reembolso para graduação, pós ou MBA;
Corridas mensais: subsídio para as principais corridas de ruas de São Paulo
Reembolso para idiomas (inglês ou espanhol);
Teatro Porto: sessões exclusivas para Colaboradores;
Biblioteca;
Sala de descanso: no completo Matriz
Salão de jogos: no complexo Matriz
Serviços de massagem e podologia: no completo Matriz
Local de trabalho: Campos Elísios(4x presencial 1x home);

           ","Etapa 1: Cadastro
1
Cadastro | Etapa 2: Triagem
2
Triagem | Etapa 3: Teste/Case
3
Teste/Case | Etapa 4: Entrevista RH
4
Entrevista RH | Etapa 5: Entrevista Gestor(a)
5
Entrevista Gestor(a) | Etapa 6: Contratação
6
Contratação"
